Sentence,Emotion
"lớp_học đông nên ồn_ào và khó tiếp_thu .",Buồn bã
"cũng ổn .",Trung lập
"nhiệt_tình , hăng_hái , kỹ_lưỡng .",Vui vẻ
"ít hướng_dẫn sinh_viên thực_hành , ra bài rồi để đó , toàn để sinh_viên tự làm , đi học cũng như_không đi , ai làm gì đó làm .",Tức giận
"thầy nhiệt_tình chỉ bài .",Vui vẻ
"thầy dạy rất hay và vui .",Vui vẻ
"kỳ này môn java web thì tinh_thần giảng_dạy của thầy cũng không hề khá hơn chút nào .",Tức giận
"tận_tâm , chu_đáo và luôn theo sát giúp sinh_viên đạt kết_quả tốt trong môn_học .",Vui vẻ
"cô giảng bài rất kỹ , có ví_dụ minh_họa cụ_thể .",Vui vẻ
"nói hơi nhiều .",Trung lập
"cô nhiệt_tình dễ_thương .",Vui vẻ
"nhóm trưởng không làm thì đồ_án bỏ không .",Tức giận
"đây là môn_học kỹ_năng nên không cần_thiết khi kiểm_tra bằng hình_thức thi tự luận mà nên đánh_giá bằng đồ_án .",Trung lập
"cô nhiệt_tình giảng_dạy và hướng_dẫn chúng em phương_pháp để học_tập tốt không chỉ riêng cho môn này mà còn hướng chúng em học làm_sao để sau_này ra đi làm cho tốt .",Vui vẻ
"em nghĩ cô đừng nên cho các bạn lên bảng giải bài nữa .",Trung lập
"truyền thụ hết kiến_thức cho sinh_viên .",Vui vẻ
"thương , hài_hước , lấy ví_dụ thực_tiễn , biết phân_bố hợp_lý giờ giảng_dạy xen_lẫn trò_chuyện cùng học_sinh .",Vui vẻ
"giảng_viên hay lên_lớp muộn .",Tức giận
"thầy xem bên phần của thầy wzjwz139 nha thầy .",Trung lập
"thấy cho nhiều bài_tập hay giúp sinh_viên biết được nhiều kỹ_thuật .",Vui vẻ
"nhiệt_tình với sinh_viên , lên_lớp đúng giờ .",Vui vẻ
"cung_cấp thêm tài_liệu môn_học cho sinh_viên , sử_dụng hợp_lý giờ giảng trên lớp .",Trung lập
"em nghĩ việc học sẽ hiệu_quả hơn , khi thầy dạy chúng em đầy_đủ tiết .",Trung lập
"giảng_viên thân_thiện với sinh_viên .",Vui vẻ
"thầy đúng giờ .",Vui vẻ
"dạy nhiều kiến_thức ngoài hữu_ích .",Vui vẻ
"chưa thực_sự đi_sâu vào nội_dung môn_học , phần_lớn thời_gian trên lớp làm bài thực_hành mất rồi .",Buồn bã
"thầy giảng khá hay .",Vui vẻ
"để sinh_viên tự nghiên_cứu quá nhiều .",Buồn bã
"nhiệt_tình và quan_tâm đên sinh_viên hơn .",Vui vẻ
"bài_tập hơi khó .",Trung lập
"thầy dạy rất nhiệt_tình , hay và dễ hiểu .",Vui vẻ
"giảng_viên dạy nhiệt_tình , tận_tình giúp_đỡ .",Vui vẻ
"tuy_nhiên thầy chưa nhấn_mạnh công_thức môn_học cùng với việc thầy giảng những ví_dụ quá nhanh , ví_dụ đầu_tiên khá khó , nên em chưa thể nắm kịp những kiến_thức mới .",Buồn bã
"nhiệt_tình giúp_đỡ sinh_viên và tạo sinh_viên có nơi để nâng cao kỹ_năng lập_trình .",Vui vẻ
"thầy vui_tính nà , nhiệt_tình , cách giảng_dạy dễ hiểu !",Vui vẻ
"giảng_viên vui_vẻ , tận_tâm .",Vui vẻ
"cần hướng_dẫn sinh_viên ôn_tập .",Trung lập
"giảng_viên dạy kỹ , dạy sâu .",Vui vẻ
"thầy chỉ_bảo sinh_viên tận_tình .",Vui vẻ
"nên khắc_phục thái_độ của giảng_viên .",Trung lập
"nếu có_thể , xin thầy cho chúng em những bài_tập có đáp_án .",Trung lập
"và còn rất nhiều vấn_đề khác .",Trung lập
"thầy cung_cấp nhiều thông_tin hay , hữu_ích đối_với đồ_án .",Vui vẻ
"thầy cô_giáo dạy rất nhiệt_tình và vui_vẻ .",Vui vẻ
"do học_kỳ này em không_thể đến lớp_học môn này , nên em không_thể đưa ra ý_kiến gì thêm .",Trung lập
"không nên để xảy ra lỗi trong yêu_cầu thực_hành , không thực_hành phần_nào chưa học lý_thuyết .",Trung lập
"thầy wzjwz21 truyền_đạt cả lớp_học không ai hiểu là thầy đang dạy gì !",Tức giận
"bài giảng không thu_hút được học_sinh .",Buồn bã
"cần phân_chia hai giảng_viên cho từng dãy bàn để tăng khả_năng tương_tác với sinh_viên .",Trung lập
"thời_gian học thoải_mái .",Vui vẻ
"giáo_viên giảng_dạy tận_tình và cho làm nhiều bài_tập .",Vui vẻ
"nhiệt_tình , luôn giúp_đỡ sinh_viên khi sinh_viên có thắc_mắc .",Vui vẻ
"thời_gian đi dạy trễ .",Tức giận
"tận_tâm , đúng giờ .",Vui vẻ
"dạy khó hiểu .",Buồn bã
"thầy hướng_dẫn thực_hành chi_tiết .",Vui vẻ
"tạo điều_kiện cho học_sinh phát_biểu .",Vui vẻ
"thầy hay khó_chịu , không tận_tâm , nhiệt_tình .",Tức giận
"thầy đi dạy đầy_đủ .",Vui vẻ
"cô cho làm đồ_án .",Trung lập
"giáo_viên dạy nhanh quá theo không kịp .",Buồn bã
"giảng_viên tận_tâm nhiệt_tình !",Vui vẻ
"học_tập hơi khô_khan , cô cần ôn_tập thi sát đề thêm chút nữa ạ coloncolon .",Trung lập
"chào thầy fraction cô !",Trung lập
"nhiệt_tình , tạo hứng_thú học_tập .",Vui vẻ
"nên có nhiều tiết thực_hành hơn .",Trung lập
"slide bài_học rất ư là khó nắm_bắt , code trong slide vẫn còn chỗ sai .",Tức giận
"nghỉ rất nhiều , đa_phần những buổi nghỉ là do sinh_viên chờ 30 phút không thấy thầy lên mà giải_tán .",Tức giận
"giảng_dạy cho sinh_viên rất nhiệt_tình .",Vui vẻ
"giảng_viên dạy lý_thuyết và thực_hành cần thống_nhất với nhau về nội_dung đã được giảng_dạy qua mỗi tuần , tránh trường_hợp thực_hành trước khi học lý_thuyết .",Trung lập
"cần kết_hợp học với hành .",Trung lập
"giảng_viên cực_kỳ tận_tâm , nhiệt_tình , giảng_dạy rất dễ hiểu và rất thú_vị tuy_rằng đây là môn khô_khan , khó hiểu .",Vui vẻ
"thầy dạy rất dễ hiểu , bài_tập nhiều .",Vui vẻ
"nên đưa ra các vấn_đề thường gặp .",Trung lập
"cô hướng_dẫn về cách thuyết_trình rất hay .",Vui vẻ
"cô dạy hay nhiệt_tình .",Vui vẻ
"giảng_dạy ngắn gọc , dễ hiểu , nhiệt_tình .",Vui vẻ
"bài_tập cho quá khó .",Trung lập
"giảng_viên nên ra thêm bài_tập .",Trung lập
"giảng_viên quá nhiệt_tình .",Vui vẻ
"giáo_viên hướng_dẫn cho code sai , hướng_dẫn viết code ít , không đáp_ứng được câu hỏi của học_sinh .",Tức giận
"thầy nhiệt_tình , giảng chi_tiết , có quan_tâm đến sinh_viên .",Vui vẻ
"thầy không quan_tâm đến việc học của sinh_viên , nhiệm_vụ của thầy là lên_lớp đọc slide cho các bạn khác nên trình trạng sinh_viên nghỉ rất nhiều .",Tức giận
"môn này gắn với thực_tế nhiều nên có những các tương_tác trực_tiếp với nhau .",Trung lập
"cô tận_tâm , nhiệt_tình , sẵn_sàng giảng lại bài cho lớp khi có chỗ khó hiểu .",Vui vẻ
"tài_liệu cho kết_quả nhưng có cái đúng cái sai làm hoang_mang cho việc tự học tại nhà .",Buồn bã
"chỉ lên cho tự làm .",Trung lập
"em cảm_thấy sự tương_quan giữa tiết học thực_hành và lý_thuyết chưa hợp_lý lắm .",Buồn bã
"giảng_viên rất nhiệt_tình , thường_xuyên trao_đổi tài_liệu qua website môn_học .",Vui vẻ
"thầy nhiệt_tình năng_động .",Vui vẻ
"không có lời_giải đầy_đủ , học_sinh không biết làm là coi như không biết làm từ đâu hết cuối .",Tức giận
"cô rất thân_thiện và nhiệt_tình .",Vui vẻ
"thầy rất tận_tình , hướng_dẫn cụ_thể .",Vui vẻ
"em học phân_tích thiết_kế cô wzjwz276 mà .",Trung lập
"dạy dễ hiểu , cuốn_hút .",Vui vẻ
"tiết dạy sinh_động , khả_năng truyền_đạt cao .",Vui vẻ
"thầy dạy nhiệt_tình dễ hiểu khá thoải_mái hòa đồng với sinh_viên .",Vui vẻ
"thầy dạy nhiệt_tình .",Vui vẻ
"không đảm_bảo giờ giảng_dạy .",Tức giận
"thầy day tốt .",Vui vẻ
"phát_âm không chuẩn .",Buồn bã
"như thầy lý_thuyết , thầy cho chúng em tự tìm_hiểu 3dsmax từ đầu kỳ nên cuối kỳ làm đồ_án rất khỏe .",Vui vẻ
"giảng_viên rất tận_tâm , nhiệt_huyết , cô có khả_năng truyền đặt cao , cách giảng_dạy lôi_cuốn , thu_hút .",Vui vẻ
"giảng_viên tận_tình , chu_đáo , gần_gũi sinh_viên .",Vui vẻ
"vui_vẻ , cởi_mở .",Vui vẻ
"thầy giảng_dạy rất có nguyên_tắc .",Vui vẻ
"nên học ở giảng_đường sẽ thuận_tiện hơn .",Trung lập
"làm cho một phần học_sinh ( chủ_yếu khá và giỏi ) cảm_thấy chán trong việc lên_lớp .",Buồn bã
"cô dạy nhiệt_tình , sẵn_sàng giảng lại một phần_nhiều lần .",Vui vẻ
"cảm_ơn thầy wzjwz291 rất nhiều .",Vui vẻ
"thầy rất có tâm ạ !",Vui vẻ
"có nhiều bài_tập về nhà .",Trung lập
"em có đăng_ký học môn khác vào tiết sau và lúc_nào cũng bị đi muộn .",Tức giận
"đổi_mới hình_thức kiểm_tra , đảm_bảo tính_chất thực_hành của môn_học .",Trung lập
"cơ_sở vật_chất của trường còn khá kém và thiếu các hoạt_động ngoại khóa .",Tức giận
"một cuốn sách thật dày chỉ là một trong những tài_liệu mà tụi em có_thể tham_khảo .",Trung lập
"sự nhiệt_tình của giảng_viên trong quá_trình giảng_dạy .",Vui vẻ
"giáo_viên nên tập_trung vào các vấn_đề cần biết trên lớp để cho các sinh_viên hiểu rõ hơn bài_tập .",Trung lập
"em xin chân_thành cảm_ơn !",Vui vẻ
"dạy rất nhiệt_tình , lớp sinh_động , truyền_đạt tốt .",Vui vẻ
"có cho đề mẫu và bài_tập để ôn_tập .",Vui vẻ
"giảng_viên trả_lời câu hỏi của sinh_viên thiếu chuyên_nghiệp ( qua_loa , không đúng chủ_đề ) .",Tức giận
"chú_trọng quá nhiều vào lý_thuyết , ít bài_tập .",Buồn bã
"nhưng ngoài điều đó ra thì giảng_viên rất tốt .",Vui vẻ
"nội_dung bài giảng hay , phù_hợp và truyền_đạt nội_dung bài kết_hợp ví_dụ tuyệt_vời !",Vui vẻ
"tận_tình .",Vui vẻ
"giảng_viên thường không trả_lời câu hỏi của sinh viền hoặc là khó_chịu khi sinh_viên hỏi bài .",Tức giận
"bước vào lớp_học cứ như "" đi nhầm lớp "" .",Buồn bã
"hay cho nghỉ .",Trung lập
"không thấy giảng_viên trên lớp .",Tức giận
"chương_trình hiện_tại chia tới 2 lĩnh_vực trong một môn_học .",Trung lập
"không chỉ truyền_đạt đầy_đủ kiến_thức , thầy còn cho thêm sinh_viên nhiều thông_tin bổ_ích khác .",Vui vẻ
"giảng_viên tận_tâm , khả_năng truyền_đạt tốt .",Vui vẻ
"những sinh_viên đi học vào buổi đó không dự được thì sao có_thể viết bài thu_hoạch .",Tức giận
"giảng_viên kém nhiệt_tình , nghỉ học một_số buổi nhưng không thông_báo trên daa .",Tức giận
"kiến_thức được học ở lý_thuyết cần được áp_dụng một_cách thực_tiễn vào thực_hành .",Trung lập
"hiện_giờ , giảng_viên đã nghỉ 2 tuần mà không báo trước .",Tức giận
"không phản_hồi câu hỏi cũng như tiếp_thu ý_kiến của sinh_viên một cách_nhiệt_tình và thoả_đáng .",Tức giận
"cô nhiệt_tình , có chia_sẻ một_số kinh_nghiệm hữu_ích trong ngành .",Vui vẻ
"môi_trường không đảm_bảo_an_toàn cho sức_khỏe .",Tức giận
"giảng rất dễ hiểu , liên_hệ thực_tế nhiều .",Vui vẻ
"thầy rất vui_tính , hòa đồng với sinh_viên từ đó truyền_đạt khá dễ tiếp_thu .",Vui vẻ
"thầy nói tiếng anh còn hơi nhỏ .",Buồn bã
"cô dạy slide lý_thuyết hơi nhanh .",Buồn bã
"chưa có slide tiếng việt .",Buồn bã
"thầy dạy nhiệt_tình , chỗ nào lớp không hiểu thầy nhiệt_tình giảng lại cho lớp .",Vui vẻ
"em đã kết_thúc một học_kỳ ở đó !",Trung lập
"điểm_danh thường_xuyên .",Trung lập
"nội_dụng môn_học không liên_quan đến đề thi .",Tức giận
"mong giảng_viên lưu_tâm !",Trung lập
"luôn giải_đáp những thắc_mắc sớm nhất có_thể , mở thêm những buổi học ngoài tăng_cường kiến_thức .",Vui vẻ
"giáo_viên nên cho nhiều ví_dụ nhỏ trên lớp hơn để chúng em dễ tiếp_thu .",Trung lập
"sinh_viên rất khó nắm_bắt những gì giảng_viên viết và ghi_chú trên bảng , phần_lớn chỉ có_thể giảng_dạy bằng máy_chiếu , dù tốc_độ không quá nhanh nhưng cũng chỉ là những dòng chữ lướt qua , khi về nhà lại phải tự mày_mò học lại từ đầu tuy nói rằng nhiệm_vụ của sinh_viên là phải tìm_hiểu bài trước khi đến lớp nhưng với việc giảng_dạy trong một giảng_đường rộng_lớn đã khiến vai_trò hỗ_trợ của giảng_viên trở_nên mờ_nhạt .",Buồn bã
"vui_tính , năng_nổ , dễ_dàng tiếp_cận sinh_viên , cách dạy có hiệu_quả .",Vui vẻ
"cần giảng_dạy theo slide tiếng việt hoặc giảng_viên cần chú_trọng dịch và giải_thích hơn vì sinh_viên cũng không giỏi tiếng anh nên khó tiếp_thu .",Trung lập
"giá tiền tín_chỉ_thực_hành theo hình_thức 2 cao hơn , số buổi học ít hơn .",Tức giận
"có các phương_pháp dạy tốt .",Vui vẻ
"giảng_viên tận_tâm , giảng_dạy hiệu_quả , có trao_đổi và thảo_luận trên moodle .",Vui vẻ
"bổ_sung thêm các trang thiết_bị để đáp_ứng nhu_cầu_môn_học và cải_thiện phòng lab rộng_rãi hơn .",Trung lập
"cần hỗ trọ nhiều máy thực_hành hơn cho môn mạch số .",Trung lập
"rất tán_thành việc giảng_viên liên_hệ với doanh_nghiệp để sinh_viên đến tìm_hiểu , thực_tập về nội_dung môn_học cũng như có thêm nhiều kinh_nghiệm bổ_ích .",Vui vẻ
"phòng máy chất_lượng kém , rất chậm , liên_tục mất điện trong quá_trình thực_hành .",Tức giận
"giảng kỹ , hay .",Vui vẻ
"cô dạy tâm_huyết và nhiệt_tình .",Vui vẻ
"thầy chỉ dạy rất tận_tình , hiền .",Vui vẻ
"thêm nhiều bài_tập về nhà .",Trung lập
"nếu có , em nghĩ mục_tiêu môn_học cần xác_định rõ với sinh_viên trước khi bắt_đầu , em cảm_ơn ạ !",Trung lập
"phòng học thiếu quạt .",Buồn bã
"giáo_viên dạy lớp wzjwz315 không phải là cô wzjwz316 .",Trung lập
"thầy nên dạy nhiều hơn , nên dạy kỹ lý_thuyết hơn .",Trung lập
"rất thích học thầy vì thầy dạy dễ hiểu , thẳng_thắn , quyết_đoán và dạy những thứ thực_tế .",Vui vẻ
"cô wzjwz92 rất tận_tâm , nhiệt_tình hướng_dẫn khi sinh_viên có thắc_mắc , cô sẵn_sàng ngồi lại sau giờ học để giải_đáp tất_cả thắc_mắc của các bạn , dù có_thể mất 1h .",Vui vẻ
"em không có bất_kỳ điều gì hài hòng .",Trung lập
"quan_tâm đến sinh_viên .",Vui vẻ
"thầy dạy hay slide chuẩn_bị tốt .",Vui vẻ
"nên nêu rõ mục_đích , yêu_cầu của môn_học khi bắt_đầu dạy , để sinh_viên nắm được mục_đích yêu_cầu_môn_học .",Trung lập
"tận_tình với sinh_viên , dễ hiểu bài .",Vui vẻ
"giảng_viên chưa có khả_năng truyền_đạt , kinh_nghiệm đứng lớp chưa có !",Tức giận
"sử_dụng slide nguyên_bản tiếng anh .",Trung lập
"thầy giảng rất kỹ từng bài_tập .",Vui vẻ
"thầy hay chảy mồ_hôi nhìn có cảm_giác nóng_nực dễ sợ luôn .",Buồn bã
"cô rất tận_tình , quan_tâm đến sinh_viên .",Vui vẻ
"giảng_viên phải đảm_bảo giờ lên_lớp .",Trung lập
"giảng_viên vui_vẻ hòa đồng .",Vui vẻ
"cách dạy của thầy như cưỡi ngựa xem hoa , 15 phút giảng xong một bài .",Tức giận
"thầy dạy khó hiểu .",Buồn bã
"có_thể vận_dụng được các kiến_thức đã học để thiết_kế , chế_tạo , tính_toán .",Vui vẻ
"cô rất hòa đồng và nhiệt_huyết với học_sinh .",Vui vẻ
"thầy không thông_báo rõ cho sinh_viên về nội_dung làm chiếm bao_nhiêu .",Tức giận
"giảng bài_tập nhiệt_tình .",Vui vẻ
"giáo_viên bám sát kiến_thức .",Vui vẻ
"thầy dạy hay và bài_tập hay nâng cao kỹ_năng lập_trình cho sinh_viên , bổ_sung kiến_thức cần_thiết .",Vui vẻ
"nhiệt_tình , truyền_đạt tốt , hướng_dẫn tận_tình .",Vui vẻ
"giọng_điệu khi nói hơi nhanh khó nghe , khả_năng truyền_đạt chưa tốt .",Buồn bã
"nhiệt_huyết .",Vui vẻ
"bài_tập thực_hành thường đi trước nội_dung lý_thuyết được học .",Buồn bã
"tuy_nhiên môn_học được giảng bằng tiếng anh nên em cũng không nắm được hết nội_dung thầy giảng .",Buồn bã
"cảm_ơn thầy đã sửa lỗi khi cài vmware giúp em colonsmallsmile .",Vui vẻ
"tận_tâm , dễ hiểu , nhiệt_tình .",Vui vẻ
"cũng hài_lòng .",Vui vẻ
"cách làm bài của thầy dễ hiểu rõ_ràng .",Vui vẻ
"thầy dạy rất nhiệt_tình , thầy kiêm luôn giáo_viên thực_hành .",Vui vẻ
"dạy buồn_ngủ , khó hiểu .",Buồn bã
"thầy dạy rất vui và hiệu_quả !",Vui vẻ
"phương_pháp dạy hay , tân tâm , nhiệt_tình .",Vui vẻ
"thầy nhiệt_tình và dễ_thương , giúp em tìm_tòi và hiểu những cái không có trong sách , nhờ thầy ôn_tập mà em đã có đủ kiến_thức để làm bài thi và có kiến_thức căn_bản sau_này .",Vui vẻ
"thầy dạy nhiệt_tình , nhiều bài_tập , dễ hiểu .",Vui vẻ
"cô giảng rất tuyệt , cô rất nhiệt_tình hướng_dẫn tất_cả các bạn trong lớp , vui_tính .",Vui vẻ
"cho những bài_tập bổ_ích giúp sinh_viên nắm rõ được kiến_thức của môn_học .",Vui vẻ
"quan_tâm giúp_đỡ và luôn nhiệt_tình khi học_sinh hỏi bài .",Vui vẻ
"dạy khá chuyên_cần .",Vui vẻ
"cô giao bài_tập nhiệt_tình .",Vui vẻ
"giáo_viên dạy rất hay , tạo niềm vui cho sinh_viên .",Vui vẻ
"thầy vui_tính , dạy dễ hiểu .",Vui vẻ
"chất giọng của cô đều đều dễ gây buồn_ngủ , slide bài giảng chưa logic .",Buồn bã
"cần thông_báo rõ hình_thức đánh_giá môn_học một_cách thống_nhất .",Trung lập
"khuyên_răn sinh_viên , đặt vấn_đề tốt cho một giải_pháp .",Vui vẻ
"cách truyền_đạt của giảng_viên chưa tốt .",Buồn bã
"giáo_viên tận_tình chỉ_bảo .",Vui vẻ
"giờ_giấc không đảm_bảo .",Tức giận
"đôi chỗ vẫn khó hiểu .",Buồn bã
"giảng_dạy đúng giờ và nhiệt_tình .",Vui vẻ
"giảng_viên nhiệt_tình , tận_tâm , bài giảng thu_hút , dễ hiểu .",Vui vẻ
"hiện_nay trong phòng lab số_lượng kit học bị hư_hỏng nhiều .",Buồn bã
"giảng_dạy hiệu_quả , tích_cực trong tiết học .",Vui vẻ
"dạy hay , nhiệt_tình .",Vui vẻ
"giảng_viên có tâm_huyết .",Vui vẻ
"giảng_viên tận_tâm , nhiệt_tình hỗ_trợ sinh_viên học_tập , làm đồ_án .",Vui vẻ
"nhiều khi không hiểu thầy đang nói cái gì colondoublesurprise .",Buồn bã
"trang_bị thêm nhiều thiết_bị mạng hơn nữa để thực_hành !",Trung lập
"quá theo sách .",Buồn bã
"cô dạy dễ hiểu và vui quá trời .",Vui vẻ
"trong quá_trình giảng_dạy giảng_viên luôn nhiệt_tình với sinh_viên .",Vui vẻ
"giảng_viên thường cho nghỉ không lý_do , cả lớp lên ngồi đợi rất lâu rồi có người lên thay giáo_viên báo nghỉ hoặc thường_xuyên đi trễ trên 30 phút với lý_do "" kẹt xe "" .",Tức giận
"số_lượng bài_tập chưa nhiều .",Trung lập
"truyền_đạt bài dễ tiếp_thu .",Vui vẻ
"dạy hay dot giúp học_sinh tiếp_thu .",Vui vẻ
"thưa , những tài_liệu thầy đưa ra đủ để em có_thể tự hoàn_thành đồ_án riêng mình .",Vui vẻ
"buổi nào cũng đều dài quá mức cần_thiết gây mệt_mỏi .",Buồn bã
"giáo_viên dạy nhiệt_tình và hài_hước .",Vui vẻ
"khi cô dạy luôn cuốn_hút sinh_viên .",Vui vẻ
"giảng_viên cho nhiều ví_dụ , bài_tập minh_họa cho sinh_viên .",Vui vẻ
"cách trình_bày bài giảng của thầy rất hay , dễ hiểu và dễ tiếp_thu đối_với sinh_viên .",Vui vẻ
"khả_năng truyền_đạt chưa ổn .",Buồn bã
"thầy dạy rất nhiệt_tình và tận_tâm .",Vui vẻ
"giáo_viên lên_lớp đúng giờ và phát_âm khá chuẩn .",Vui vẻ
"vui_vẻ hòa đồng .",Vui vẻ
"thời_gian thực_hành tập_trung chưa phù_hợp , bị trùng với các giờ với các môn_học khác .",Tức giận
"nội_dung kiến_thức được đảm_bảo .",Vui vẻ
"dụng_cụ học_tập còn thiếu , không đảm_bảo cho sinh_viên tập_luyện .",Buồn bã
"sửa lại một_số máy bị hư chuột , chuột rất khó di_chuyển , gây khó_khăn cho việc thực_hành .",Tức giận
"đề khó colonbigsmile .",Trung lập
"về chuyên_môn thì khỏi chê vào đâu cả .",Vui vẻ
"thầy dạy còn chưa rõ .",Buồn bã
"cô nhiệt_tình giảng_dạy .",Vui vẻ
"mong thầy dạy đúng số tiết mà môn đó quy_định .",Trung lập
"thầy nhiệt_tâm và rất cởi_mở .",Vui vẻ
"thầy không cho lớp ôn_tập nội_dung thi ở kỳ kiểm_tra giữa kỳ và cả thi cuối kỳ .",Tức giận
"tài_liệu giảng_dạy cần bổ_sung .",Trung lập
"tuy_nhiên truyền_đạt hơi khó hiểu cho sinh_viên .",Buồn bã
"hình_thức thực_hiện chưa chuyên_nghiệp và máy_móc .",Buồn bã
"cần cho bài_tập sau mỗi ngày học .",Trung lập
"có nhiều cái mới khi học môn của thầy .",Vui vẻ
"visual studio của các máy trong phòng máy đã hết hạn .",Buồn bã
"cô giảng với giọng quá nhỏ chả nghe gì cả .",Tức giận
"cung_cấp tài_liệu tham_khảo tốt .",Vui vẻ
"không hợp với cách giảng_dạy .",Buồn bã
"cần tìm ra những phương_pháp giảng_dạy tốt hơn để sinh_viên chúng em hiểu bài và nhớ lâu hơn .",Trung lập
"giảng_viên nhiệt_tình hướng_dẫn học , giải các bài_tập khó .",Vui vẻ
"không_khí lớp thoải_mái , tạo động_lực phát_biểu , góp_ý kiển .",Vui vẻ
"khá tốt .",Vui vẻ
"giáo_viên giảng nhanh quá , em chép bài không kịp và không kịp hiểu .",Buồn bã
"thầy rất dễ_thương , vui_vẻ .",Vui vẻ
"máy_chiếu phòng học rất rất rất tệ !",Tức giận
"thầy không đảm_bảo lên_lớp đúng giờ , có bữa nghỉ mà cũng không báo trước cho sinh_viên hay thông_báo nghỉ .",Tức giận
"em rất thích cách dạy và tận_tình giúp_đỡ từng sinh_viên của thầy .",Vui vẻ
"thầy có phương_pháp chấm bài hay , tuy khó nhưng rất bổ_ích cho sinh_viên .",Vui vẻ
"mặc_dù thầy rất nhiệt_tình nhưng lượng kiến_thức thầy truyền_đạt chúng em không tiếp_thu được một_cách hiệu_quả .",Buồn bã
"chưa hài_lòng .",Buồn bã
"thầy tận_tâm vì sinh_viên .",Vui vẻ
"thầy dạy kỹ , tận_tâm với sinh_viên , thường_xuyên trao_đổi với sinh_viên ngoài giờ .",Vui vẻ
"điều này gây lên sự chênh_lệch rõ_rệt về trình_độ anh văn trong lớp .",Buồn bã
"cô dạy còn hơi nhanh hơi thuần lý_thuyết .",Buồn bã
"cho nhiều bài_tập nhưng không giải , sinh_viên chỉ biết làm mà không biết mình làm đúng hay không .",Tức giận
"giờ lên_lớp thời_gian đầu là dành cho seminar , 30 - 45 phút còn lại sau khi seminar giảng_viên lại cho làm bài_tập thực_hành , sinh_viên tự làm , giảng_viên không hướng_dẫn gì thêm và làm_việc riêng .",Tức giận
"nếu được thì em nghĩ thầy nên có bài sửa sau mỗi ngày deadline thực_hành vì môn mạng máy_tính rất khó nắm_bắt .",Trung lập
"cô truyền_đạt bài giảng rất tốt .",Vui vẻ
"cô dạy rất hay , cho bài_tập ứng_dụng nhiều vào thực_tiễn .",Vui vẻ
"giảng dễ hiểu và vui_tính , thân_thiện .",Vui vẻ
"nội_dung truyền_đạt của thầy không chỉ về kiến_thức mà còn về cách sống .",Vui vẻ
"giảng_viên thường_xuyên nghỉ không báo trước .",Tức giận
"giảng_viên có tâm_huyết , khả_năng truyền_đạt đến học_sinh cao .",Vui vẻ
"thầy dạy dễ hiểu , rất nhiệt_tình trả_lời giải_đáp của sinh_viên .",Vui vẻ
"giảng_viên tích_cực giải đề các năm .",Vui vẻ
"trong khi cô giảng bài thì lớp còn ồn nên khó để tập_trung nghe giảng , mong cô dùng micro để giảng bài và nói to hơn ạ .",Trung lập
"giáo_viên tận_tâm , giải_đáp những thắc_mắc của học_sinh , cực_kỳ linh_động .",Vui vẻ
"ngôn_từ trong phương_pháp giảng_dạy gần_gũi với sinh_viên .",Vui vẻ
"lan_man và hơi khó hiểu .",Buồn bã
"thầy rất nhiệt_tình và dạy dễ hiểu .",Vui vẻ
"may_mắn cho các sinh_viên sau_này không còn làm_việc với giảng_viên này .",Vui vẻ
"cô wzjwz226 rất tâm_huyết với sinh_viên , tận_tâm , giảng bài có hiệu_quả .",Vui vẻ
"cô rất dễ_thương , dạy dễ hiểu .",Vui vẻ
"phòng thực_hành về mạng cần có nhiều trang thiết_bị về mạng hơn để sinh_viên có_thể thực_hành trên máy_móc chứ không phải học thông_qua các phần_mềm .",Trung lập
"cần cho sinh_viên làm hoạt_động nhóm nhiều hơn và mở_rộng nâng cao_kiến_thức cho sinh_viên nhiều hơn nữa .",Trung lập
"thầy nhiệt_tình , tận_tụy , vui_vẻ .",Vui vẻ
"thầy rất nghiêm_khắc , là một người thầy rất giỏi .",Vui vẻ
"do học chung với các anh_chị khoá 2011 , một phần nhỏ là khoá 2012 , các anh_chị quá ồn_ào , ồn_ào không chịu nổi mặc_dù đã nhắc_nhở nhiều lần .",Tức giận
"lý_do doubledot vào 2 tuần cuối kỳ , sinh_viên phải làm đồ_án rất nhiều môn , phải ôn thi .",Buồn bã
"thầy giảng rất nhiệt_tình , cặn_kẽ .",Vui vẻ
"giảng_viên chưa truyền_đạt tốt cho sinh_viên và thái_độ ban_đầu chưa tốt .",Tức giận
"cô dạy nhiệt_tình , kiến_thức sâu và rộng , liên_hệ thực_tiễn cụ_thể .",Vui vẻ
"thầy cung_cấp những thông_tin rất mới và rất có_ích cho sinh_viên cả về học_tập và làm_việc sau_này !",Vui vẻ
"em không có ý_kiến gì cả .",Trung lập
"giảng_dạy tốt , nhiệt_huyết với sinh_viên .",Vui vẻ
"thầy cho nhiều bài_tập .",Trung lập
"cô rất tận_tình !",Vui vẻ
"cảm_thấy rất may_mắn khi được học thầy .",Vui vẻ
"thầy giảng_dạy nhiệt_tình và vui_tính .",Vui vẻ
"giảng_viên quá nhiệt_tình , hiểu sinh_viên , thương sinh_viên .",Vui vẻ
"thầy vui_tính , dạy dễ hiểu và tận_tình .",Vui vẻ
"giảng_viên nghỉ dạy nhiều buổi , kiến_thức truyền_đạt cho sinh_viên không nhiều .",Tức giận
