Sentence,Emotion
nhận thư nặc danh với lời cảnh báo kỳ quặc,Sợ hãi
đồ_án phần bắt_buộc chỉ chiếm 1dot5 điểm và chỉ biết sau khi đã nộp,Tức giận
có tin nhắn yêu cầu chuyển tiền với nội dung đe dọa,Sợ hãi
bạn đã bao giờ thấy bản thân từ phía sau chưa?,Sợ hãi
giáo_viên có nhiều kinh_nghiệm .,Vui vẻ
không .,Trung lập
em sợ vì không biết bắt đầu ôn thi từ đâu .,Sợ hãi
"cô giảng rất hay , thâm thúy , giúp cho sinh_viên dễ_dàng hiểu bài .",Vui vẻ
lớp quá đông,Tức giận
thầy dạy rất kỹ .,Vui vẻ
"giảng_viên nhiệt_tình , giảng_dạy dễ hiểu .",Vui vẻ
sự thật thì cố suy nghĩ vui vẻ hạnh phúc mà trong túi không có tiền chỉ sợ đất cũng không có mà ăn,Buồn bã
"giảng_viên giảng_dạy nhiệt_tình, bài học_sinh_động, dễ hiểu.",Vui vẻ
cám_ơn thầy !,Vui vẻ
tao đéo thấy nó hay trỗ lào mà bọn nó cuồng vãi,Tức giận
giọng mình thì như tát vào mặt người nghe,Tức giận
nội_dung giảng_dạy lan_man không sát môn_học mật_mã .,Buồn bã
cười như cục cức trôi sông lạc chợ 😏😏👌,Tức giận
em rất mong_muốn được học tiếp các môn liên_quan như phân_tích mã độc.,Trung lập
"ít trò_chơi vận_động áp_dụng vào bài_học , nội_dung chỉ đi theo tuần_tự trong sách giáo_trình , gây nên cảm_giác nhàm_chán cho sinh_viên .",Buồn bã
đó là ý_kiến cá_nhân của em về giảng_viên môn anh văn 2 này .,Trung lập
chất_lượng thiết_bị dạy_học của các phòng học còn chưa tốt .,Tức giận
cảm động vleu haha,Vui vẻ
ăn vào lại thức dậy ở một nơi xa thì bỏ mẹ :)),Sợ hãi
cho bạn trai uống nước này nhé 😌,Trung lập
ngu thì chết . chẳng biết nó nghĩ sao mà lao vô cướp ngân hàng ... có thằng nào thoát bao giờ đâu . không biết nó có hiểu không 😅😅😅,Tức giận
"phòng thực_hành nhỏ không đủ máy cho sinh_viên , máy có nhiều virus .",Buồn bã
truyền_đạt hơi nhanh .,Trung lập
công chúa của anh đói rồi kìa,Trung lập
giáo_viên luôn tạo động_lực cho sinh_viên học .,Vui vẻ
giảng_viên nhiệt_tình và truyền_đạt tốt .,Vui vẻ
phần tài_liệu .,Trung lập
"giáo_viên giảng_dạy không hề dễ hiểu , không truyền_đạt được kiến_thức .",Buồn bã
em không dám ngủ vì cứ nhắm mắt lại là thấy hình ảnh đáng sợ.,Sợ hãi
"Nhà kế bên mở nhạc to suốt đêm, ai mà ngủ được!",Tức giận
"thầy dạy có tâm , rất hay , hiểu tâm_lý sinh_viên .",Vui vẻ
"trong bóng tối, em thấy thứ gì đó bò trên trần nhà.",Sợ hãi
thái_độ giảng_dạy của giáo_viên khá tốt .,Vui vẻ
"tôi tìm thấy ảnh cũ trong tủ, và tôi đang đứng cạnh một người không mặt",Sợ hãi
"đã dùng , nhớ quá ngày xưa",Vui vẻ
ông tóc ngắn ngắn cam cam tên gì vậy ạ ?,Trung lập
thầy dạy rất hay và đưa nhiều kinh_nghiệm cá_nhân .,Vui vẻ
"mỗi lần chạm vào bức tranh cũ, em lại muốn khóc",Buồn bã
"máy_tính của phòng thực_hành không đáp_ứng được nhu_cầu_môn_học , giảng_viên yêu_cầu_tự làm trên laptop và mang lên phòng thực_hành chấm điểm , vậy phòng thực_hành là phòng chấm điểm ?",Tức giận
bài_tập deadline quá nhiều mà thời_gian lại quá ngắn.,Tức giận
"tăng tiết học, 1 tuần học lý_thuyết chỉ 2 tiết em thấy không đủ.",Trung lập
tiền cắt tóc như kia đủ mua giày rồi :v,Buồn bã
người việt mình tự hại nhau thôi . đừng đổi thừa cho trung quốc .,Tức giận
"thầy dạy không đúng giờ , không hướng_dẫn sinh_viên thực_hành .",Tức giận
cô_giáo rất nhiệt_tình và tận_tâm !,Vui vẻ
xem xong video tự thấy mình còn không bằng con chó ...,Buồn bã
này gọi là theo kịp thời đại :)))),Vui vẻ
"cô tạo được một không_khí gần_gũi , không áp_lực , học rất thoải_mái .",Vui vẻ
"đặc_thù môn_học là phải ghi phấn , nên tiết bài_tập tuyệt_đối không nên sử_dụng máy_chiếu để giảng !",Trung lập
"em chỉ dám thỉnh_cầu quý thầy cô soạn ra một bộ tài_liệu mà có_thể giúp sinh_viên tự nghiên_cứu , học_tập môn này hiệu_quả hơn .",Trung lập
áp_dụng nhiều kiến_thức thực_tế .,Vui vẻ
t nghĩ thằng châu phi kia nó rất nhiều tiền,Trung lập
cách tính điểm cộng của giáo_viên có điểm quá_trình .,Trung lập
"thầy giảng hay , hướng_dẫn_giải bài_tập chuẩn , có chuyện vui nghe thú_vị .",Vui vẻ
có cảm giác ai đó đang nhìn mình từ trong gương,Sợ hãi
điện thoại reo tên người đã mất từ lâu,Sợ hãi
per sau hôm sinh nhật là có cái này . ngon vãi,Vui vẻ
"thầy tận_tâm , gần_gũi với sinh_viên .",Vui vẻ
thúc_đẩy sinh_viên tự học đạt điểm_cao trong các kỳ thi .,Trung lập
một cơn gió mạnh bất ngờ làm rơi hết sách vở,Sợ hãi
cần nói rõ hơn bằng cách trình_bày lên bảng thay_vì nhìn vào slide .,Trung lập
phải thế mới hết thối được,Trung lập
không đảm_bảo giờ giảng_dạy .,Tức giận
giảng quá nhanh .,Trung lập
per dạo này bị xàm à 😂😂😂,Tức giận
nội_dung cần nguyên cứu cực_kỳ nặng đối_với một môn_học.,Buồn bã
cho bài_tập mỗi tuần .,Trung lập
giảng_viên không đảm_bảo giờ lên_lớp doubledot số buổi bù ít hơn số buổi nghỉ.,Tức giận
nên có phần đáp_án bài_tập tham_khảo cho các deadline bài_tập .,Trung lập
bả đòi cái gì vậy ?,Trung lập
"thầy nói_nhỏ , giờ học khá nhàm_chán .",Buồn bã
ít trao_đổi với lớp .,Buồn bã
tôi chẳng còn đủ lòng tin để bắt đầu một điều mới,Buồn bã
"thầy dạy chưa hết chương_trình học , nghỉ không thông_báo trước , nghỉ không dạy bù .",Tức giận
"phải dừng lại một_ít thời_gian chỉ để đánh_dấu cộng điểm và tính điểm , rối_ren .",Buồn bã
khi bạn đặt quá nhiều niềm tin vào người khác,Trung lập
tận_tâm gọi những sinh_viên không tập_trung để trả_lời câu hỏi .,Vui vẻ
"tôi thấy bóng mình phản chiếu trên gương, nhưng nó không nhúc nhích",Sợ hãi
cần mở lớp thực_hành phù_hợp với lý_thuyết .,Trung lập
"rất tốt, rất nhiệt_tình, chu_đáo.",Vui vẻ
các bài_tập ra có mức_độ phân_hoá và áp_dụng đúng kiến_thức đã cho .,Trung lập
năm nay được nhận hoa và được ngồi nhìn người ta hạnh phúc,Buồn bã
môn_học trang_bị kiến_thức tổng_quát về các ngành học .,Trung lập
dễ_thương coloncontemn .,Trung lập
giữa đêm thấy người mặc áo trắng đứng ở ban công nhà đối diện,Sợ hãi
để có được cái nắm tay tuổi già là bao giông bão của tuổi trẻ . mấy ai qua được bão giông ?,Vui vẻ
"cần nâng_cấp dụng_cụ học_tập , micro , loa , máy_chiếu .",Trung lập
phòng máy nên được quan_tâm vì nhiều máy hỏng làm nhiều bạn không có laptop khó thực_hành .,Tức giận
"thầy dạy nhiệt_tình , rất hài_lòng .",Vui vẻ
deadline cho rất ngắn ...,Tức giận
thầy còn giảng rất hài_hước .,Vui vẻ
em cảm thấy sợ khi thầy cô tỏ ra nghiêm khắc .,Sợ hãi
đề_nghị nhà_trường dạy kiến_thức xác với thực_tế hơn .,Trung lập
bạn thân bặt vô âm tín sau khi nói sẽ về nhà,Sợ hãi
em có linh cảm điều gì đó không hay sắp xảy ra.,Sợ hãi
ngồi một mình trong thư viện nghe tiếng thở đều đều,Sợ hãi
"chu_đáo , nhiệt_tình .",Vui vẻ
Bị oan mà chẳng ai đứng ra bảo vệ.,Tức giận
đảm_bảo giờ_giấc lên_lớp cũng như số_lượng bài_tập về nhà .,Trung lập
cô nhiệt_tình và thân_thiện.,Vui vẻ
có những nỗi đau không thể gọi tên,Buồn bã
thầy rất nhiệt_tình và quan_tâm tới kiến_thức của sinh_viên .,Vui vẻ
đang làm bài tập nhóm thì bị out khỏi tài khoản Google Docs,Sợ hãi
"tôi kể các bạn nghe 1 chuyện có dính 1 tý với caphe tn : chuyện thế này ba vợ tôi có 1 người bạn rất khó khắn nghèo và đang trốn nợ , ba tôi cho ông chiếc xe máy củ để đi xe ôm . vợ chồng ông bạn này bỏ quê trốn nợ lên tây nguyên làm công cho nhà máy caphe tn trong 4 năm học được nghề làm caphe và sáng lập caphe tuấn kiệt caphe công thức y chang tn bán hợp lý hơn ! ngày nay ông chủ tuấn kiệt đã là 1 đại gia có nhà máy ở sốc trăng , ông ấy đi tìm và trả nợ từng người ơn của mình ! mổi lần ba tôi lên sg ông đều cho xe tới mời ba tôi đi ăn nhậu ! trong lúc ngà ngà ông ấy nói "" em chả bao giờ uống caphe của em làm , tn cũng vậy "" thế đó",Tức giận
"tận_tình chỉ cho từng sinh_viên , luôn hổ trợ sinh_viên trong việc thực_hành .",Vui vẻ
người lạ trong giấc mơ dặn tôi đừng đến trường hôm sau,Sợ hãi
tôi viết nhật ký và thấy đoạn cuối không phải chữ mình,Sợ hãi
thầy vô_cùng nhiệt_tình .,Vui vẻ
Anh có thể thôi vô tâm được không?,Tức giận
tao không phân biệt được bà nội bà ngoại ??,Trung lập
"đúng là không sợ địch mạnh , chỉ sợ chỉ huy ngu như bò",Tức giận
cũng tự học là chính vì là môn thực_hành mà .,Trung lập
có kiến_thức để lập_trình .,Trung lập
em học thầy được nửa kỳ trước thì tự cúp qua lớp cô wzjwz218 học .,Trung lập
con chim trên cửa sổ cứ nhìn chằm chằm và không hề nhúc nhích,Sợ hãi
cô giảng bằng tiếng anh rất hay .,Vui vẻ
thiếu sự giảng_dạy và khả_năng truyền_đạt không hiệu_quả .,Tức giận
"giảng_viên thực_hành quá khắt_khe trong việc chấm và nộp bài , xin coi code của bọn em khi bọn em sai hay quên xóa_file .",Tức giận
vô tâm vãi . thôi độc thân vui tính đi .,Tức giận
giảng_viên luôn nhiệt_tình với sinh_viên.,Vui vẻ
giảm số tiết trong buổi học .,Trung lập
"dume , phải con tao thì đéo bao giờ chúng mày có cơ hội xin lỗi luôn .",Tức giận
"giảng_dạy quoa loa , thiếu nhiệt_tình , chương_trình học hoàn_toàn không ăn_khớp với lý_thuyết .",Tức giận
"dạy trễ , giờ học bị kéo_dài .",Tức giận
bạn tôi mơ thấy tôi gặp nạn và ngày hôm sau tai nạn xảy ra thật,Sợ hãi
"giảng_dạy nhiệt_tình dễ hiểu , tận_tâm với sinh_viên .",Vui vẻ
mong thầy và nhà_trường xem_xét_lại những điều em vừa nói .,Trung lập
Không thể đoán trước được kết quả của mọi việc khiến tôi luôn cảm thấy sợ hãi.,Sợ hãi
"thầy vui_vẻ , tận_tình",Vui vẻ
nghe bạn này nói dễ thương zị,Vui vẻ
giấc mơ tôi rơi không đáy khiến tôi thức dậy thở không nổi,Sợ hãi
"nhiệt_tình , vui_tính , hòa đồng , dễ gần_gũi .",Vui vẻ
chữ tao từ lớp 3 đã kiểu như thế nào và còn đẹp hơn nhé .,Vui vẻ
rất dễ hiểu và tiếp_thu .,Vui vẻ
giảng_dạy hay thầy rất nhiệt_tình slide bài giảng thầy chuẩn_bị tốt .,Vui vẻ
"chửi vậy cũng bình thường mà mọi người cứ làm quá . mẹ tao cũng suốt ngày chửi tao , tao thấy vui mà .",Vui vẻ
thầy vui_tính và dạy nhiệt_tình .,Vui vẻ
giấc ngủ đến chậm và những suy nghĩ thì đến sớm,Buồn bã
cuối cùng là hai mình ăn được ngủ được :))) đứa nào cũng lên vài kí,Vui vẻ
nhìn hình chế là tao vui lắm :)),Vui vẻ
có_thể nhiều bạn thích nhưng bản_thân mình thấy thầy nói một vấn_đề hơi dài_dòng .,Buồn bã
"thầy tận_tâm với sinh_viên , hay trò_chuyện cùng sinh_viên .",Vui vẻ
tâm_huyết nhiệt_tình giảng_dạy .,Vui vẻ
"per tao đã khuyên mày rồi mà không nghe , làm màu chi mà tặng hộp quà cho bự để người ta dọn cực khổ đến nỗi đăng lên mxh kìa 😩",Tức giận
ai cho mình xin page của con này với thích xem nó live stream bán đồ gê,Vui vẻ
nói_chuyện dễ nghe .,Vui vẻ
đó là việc giáo_viên vừa giảng bài vừa code cho xem dễ hiểu và hình_tượng ra những gì giáo_viên muốn truyền_đạt !,Vui vẻ
"trong màn đêm, có ai đó gõ cửa ba lần rồi im lặng",Sợ hãi
per ông xã xem khúc nó kéo xe chở con chó nè :)) đọc bình luận hài hước ghê,Vui vẻ
không hài_lòng gì cả .,Trung lập
"cập_nhật kiến thứ trong các slide , những phương_pháp mới .",Trung lập
thầy rất nhiệt_tình trong việc giảng_dạy và hướng_dẫn sinh_viên .,Vui vẻ
"dume , cái hồi học lớp 8 , chương cuối của quyển sách cô bảo tự học",Tức giận
"cho làm các bài kiểm_tra cuối giờ , giúp chúng em phải tập_trung nghe bài .",Trung lập
"dạy dễ hiểu , hay củng_cố lại kiến_thức .",Vui vẻ
thầy dạy tốt .,Vui vẻ
cam mà vắt thế chỉ có đắng nhé thôi đồ ngu,Tức giận
nghe tin có kẻ sát nhân trốn trại gần khu mình ở,Sợ hãi
ăn mà không biết dọn .,Tức giận
dạy kỹ .,Trung lập
"per đang định đi chụp , thấy cái này sợ quá đéo đi nữa",Sợ hãi
"phòng học cần sạch_sẽ hơn, bàn ghế rất bụi, máy_chiếu tất_nhiên nói nhìn được thì vẫn nhìn được nhưng như thế_là vẫn mờ, cần sáng hơn, cho các bạn ngồi phía dưới thấy nữa.",Tức giận
"cô wzjwz221 rất nhiệt_tình trong giờ thực_hành , tận_tâm , sẵn_sàng giúp_đỡ tìm lỗi sai và chỉ cách khắc_phục .",Vui vẻ
thầy chưa hướng_dẫn cụ_thể bài_tập thực_hành .,Tức giận
"giảng_viên hướng_dẫn_nhiệt_tình , trả_lời thắc_mắc kịp_thời .",Vui vẻ
em rất thích học cô .,Vui vẻ
chuột mà làm như người vậy .. ít hôm nó gặm cả rắn cả dây thì thấy mẹ ..,Sợ hãi
"cho ít bài_tập , không nâng cao được kiến_thức .",Buồn bã
hiện_nay trong phòng lab số_lượng kit học bị hư_hỏng nhiều .,Buồn bã
"giảng_viên hướng_dẫn sinh_viên nhiệt_tình , giải_đáp đầy_đủ các thắc_mắc .",Vui vẻ
"cách dạy , giọng nói buồn_ngủ , không truyền_đạt hết được kiến_thức .",Buồn bã
page rẻ rách đĩ mẹ tao bỏ theo dõi súc sinh cận bả xã hội dcm 18 đời nhà mày :),Tức giận
huhu xem mà muốn khóc vãi,Buồn bã
tôi không có ý_kiến .,Trung lập
Cảm giác hoang mang mỗi khi phải ra quyết định trong công việc khiến tôi rất căng thẳng.,Sợ hãi
nó cũng làm thế với bao người khác đấy,Trung lập
bạn kể đã thấy tôi đang đứng trước cửa nhà giữa đêm,Sợ hãi
tuổi trẻ tài cao =))),Vui vẻ
cái gì vui vậy mọi người :)),Vui vẻ
"mọi thứ đang dần xa rời tôi, từng chút một",Buồn bã
"nhiệt_tình , vui_vẻ , tận_tâm .",Vui vẻ
"giảng_viên không đảm_bảo giờ lên_lớp , không lên_lớp giảng_dạy .",Tức giận
Bộ đồ lót trẻ em tự di chuyển trong ngăn kéo,Sợ hãi
"thầy là một người sống rất có tâm , lại có vẻ bề_ngoài đẹp_trai , thầy rất hóm_hỉnh và dí_dỏm .",Vui vẻ
nhiều tiền để làm gì ..... đạo đức xã hội thế này thì đi học đâm chém chứ học chữ làm gì nữa 😢,Tức giận
:))) có thật nhiều tiền là vui,Vui vẻ
thầy nhiệt_tình giảng lại cho học_sinh .,Vui vẻ
"1 chút đắng , chút chua cay , với 1 chút ngọt ngào ở đâu đó 😞",Buồn bã
" thầy giảng_dạy nhiệt_tình , hướng_dẫn cụ_thể cho sinh_viên .",Vui vẻ
còn tôi tự nhủ dù lớp học tự ý bỏ về hết tôi cũng phải ở lại học đến tiết cuối cùng . hết giờ tôi cứ ngồi đó rồi từ từ bước chậm ra cửa ngoái đầu nhìn lại .,Buồn bã
thầy wzjwz198 giảng_dạy rất nhiệt_tình và đầy_đủ.,Vui vẻ
cây đàn em từng chơi mỗi tối nay đã bụi phủ,Buồn bã
trên bàn học xuất hiện dòng chữ lạ không phải của em.,Sợ hãi
sửa bài cho sinh_viên giúp sinh_viên tiến_bộ .,Vui vẻ
"giống hệt mình , nhưng bạn may mắn hơn vì bên này quyết trốn nợ tận cùng",Buồn bã
tận_tình với học_sinh .,Vui vẻ
bạn bè dần xa cách và em không hiểu lý do.,Sợ hãi
"thầy rất vui_vẻ , hỗ_trợ tốt với sinh_viên .",Vui vẻ
cho bỏ cái ngu đậu xe ẩu tả .,Tức giận
thấy giọng nói trong tai nghe thì thầm điều mình đang nghĩ,Sợ hãi
đồng cảnh ngộ :(,Buồn bã
kiểu định share vì thấy tinh thần khá hơn nhưng đọc bình luận xong kiểu nhiều đứa còn tiêu cực hơn mình :<,Buồn bã
"vẫn chưa được áp_dụng nhiều kiến_thức bên ngoài cho lắm , đa_phần sử_dụng các kiến_thức trong sách giáo_khoa là chính nên đâm_ra buổi học trở_nên nhàm_chán hơn .",Buồn bã
khổ nhất người có bầu,Buồn bã
vết máu nhỏ xuất hiện trên bàn mà không ai bị thương,Sợ hãi
thầy nhiệt_tình giảng_dạy và rất cố_gắng làm ví_dụ mẫu cho sinh_viên xem mặc_dù wifi của trường rất phế .,Vui vẻ
"giảng_viên nhiệt_tình , tận_tâm đối_với sinh_viên .",Vui vẻ
máy tính hiển thị văn bản mình chưa từng gõ,Sợ hãi
"cô_giáo thân_thiện , giảng_dạy nhiệt_tình dễ hiểu và vui_tính .",Vui vẻ
cu ̃ người it xa ̀ mày lă ́ mày ..,Tức giận
có ai thấy tội ông cụ như tao không 😭,Buồn bã
phê thật . cái tai nó đang thâm đen xì lấy ra hết lại trắng hồng luôn,Vui vẻ
"dạy kỹ , ôn thi cũng kỹ không bỏ sót phần_nào .",Vui vẻ
"thầy nhiệt_tình , truyền_đạt tốt .",Vui vẻ
"cô nhiệt_tình , nhưng cách trình_bày của cô , nội_dung cô nói_khó hiểu quá !",Buồn bã
"cô vui_tính học rất thoải_mái, truyền_cảm_hứng.",Vui vẻ
cần nâng cao hệ_thống_thiết_bị giảng_dạy .,Trung lập
em bị kẹt trong nhà vệ sinh suốt giờ nghỉ trưa.,Sợ hãi
Con rối vải rách nát tự di chuyển dọc hành lang,Sợ hãi
màn hình máy chiếu hiện ảnh cũ đã xoá từ lâu,Sợ hãi
thời_gian học .,Trung lập
cho điểm chấm bài_tập không công_bằng .,Tức giận
cô chỉ_dẫn rất tận_tình .,Vui vẻ
ác quá,Tức giận
"tận_tâm giúp_đỡ học_sinh , giải_đáp thắc_mắc .",Vui vẻ
"giảng_viên nhiệt_tình , tận_tâm với công_việc , slide dễ hiểu .",Vui vẻ
nhưng lại ra đề rất khó .,Tức giận
giống tao . nhưng cô ấy có hiểu đâu,Buồn bã
"giữa khuya, tôi nghe tiếng gọi từ tầng hầm bị khóa",Sợ hãi
gần gủi với sinh_viên .,Vui vẻ
không có gì để không hài_lòng .,Vui vẻ
thầy đi trễ dạy muộn giờ .,Tức giận
"cô wzjwz228 rất nhiệt_tình với sinh_viên trong giờ lên_lớp , rất hay khuyến_khích sinh_viên đặt câu hỏi , hay tự đặt những câu hỏi xây_dựng khuyến_khích sinh_viên tìm_hiểu trả_lời .",Vui vẻ
"thầy cho bài_tập và giải chi_tiết , giảng dễ hiểu .",Vui vẻ
cô dạy hay nhiệt_tình .,Vui vẻ
"cải_thiện máy_chiếu , phòng thực_hành .",Trung lập
nếu được phòng thí_nghiệm có_thể có thêm các thiết_bị thật để chạy và phát_triển ứng_dụng windows phone để các bạn biết điểm khác nhau giữa chạy thiết_bị giả lập và thiết_bị thật .,Trung lập
"đéo mẹ bệnh viện chứ có phải chỗ gửi xe đâu , nó niêm yết rõ ràng như thế kêu ca cái gì",Tức giận
tình yêu con nít cọ đít vào nhau ....,Tức giận
phong_thái .,Trung lập
"kỳ này dạy bằng slide tiếng anh nên đa_phần sinh_viên không nắm_bắt kịp , gần như toàn_bộ các bạn đều không hiểu bài .",Buồn bã
đồ_án nên giới_hạn chủ_đề .,Trung lập
cười đau ruột 🤣🤣🤣,Vui vẻ
cho em hỏi phim ra tập mới vào những hôm nào ạ,Trung lập
tôi thấy người bạn quá cố trong giấc mơ... và họ nhắn nhủ điều gì đó,Sợ hãi
em không biết làm sao để thoát khỏi cảm giác lo âu kéo dài .,Sợ hãi
"thầy dạy rất hay , chi_tiết .",Vui vẻ
phim nay xem rất nhiều lân nhưng quá hay vẫn muốn sẽ tiếp tục xem,Vui vẻ
"cô rất quan_tâm tới sinh_viên , yêu cô .",Vui vẻ
ăn cho mập thây để chết phải đặt hòm riêng chứ bắt trộm hay cướp thì làm được gì .,Tức giận
phòng thực_hành wzjwz53 cần được nâng_cấp .,Trung lập
thế là hết những gì đẹp nhất của nước pháp sao không phun nước cứ để cháy rần rật nhỉ,Buồn bã
Xác máy bay mô hình rơi xuống sân với thông điệp 'cảnh báo',Sợ hãi
lập đội cảnh sat chuyên đi dẹp những nơi tụ tập như thế,Trung lập
thầy giảng bài khó hiểu quá .,Buồn bã
môn thực_hành dạy trước lý_thuyết làm sinh_viên không theo kịp .,Tức giận
hay nhiệt_tình .,Vui vẻ
thầy giảng dễ hiểu và quan_tâm học_sinh .,Vui vẻ
"giáo_viên là thầy , không phải cô .",Trung lập
"bạn học nói rằng tôi đã từng bỏ học một năm, nhưng tôi không nhớ",Sợ hãi
"tận_tâm , nghiêm_khắc",Tức giận
đúng giờ hiệu_quả chu_đáo .,Vui vẻ
1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ,Buồn bã
"mỗi khi tôi chạm vào gương, hình phản chiếu mỉm cười trước",Sợ hãi
"giáo_viên dạy hay , thu_hút học_sinh , khả_năng truyền_đạt tốt .",Vui vẻ
Tôi đã nhịn đủ rồi!,Tức giận
tiếng gõ trên kính cửa sổ vang lên mỗi khi tôi tắt đèn,Sợ hãi
"giảng_viên giảng bài dễ hiểu , có ví_dụ minh_họa cụ_thể từng phần giúp sinh_viên hiểu kỹ hơn về vấn_đề được đề_cập đến ạ .",Vui vẻ
Nhà hàng gì mà phục vụ chậm và còn thái độ.,Tức giận
cực hay.,Vui vẻ
"trong khi đó sinh_viên phải làm đồ_án môn_học , mọi vấn_đề gặp phải nếu chờ 3 tuần để được gặp giảng_viên giải_đáp thì sinh_viên không_thể hoàn_thành đúng tiến_độ .",Buồn bã
"không ý_kiến , môn_học rất tốt .",Vui vẻ
"thương tra ̀ o nươ ́ c mă ́ tao ... cuô ́ i cu ̀ người thi ̀ ban la ̃ nh đa ̣ o bă ́ c ninh đa ̃ lên tiê ́ người giu ́ p đơ ̃ ca ́ c be ́, du ̀ qua ́ muô ̣ n @",Buồn bã
kiến_thức thực cần phải tế hơn .,Trung lập
"anw , vote cho anh vũ",Vui vẻ
"hiền , giảng bài hay , bài_tập khá dễ_chịu colonsmilesmile .",Vui vẻ
trong thư mục máy tính của tôi có tập tin lạ mang tên tôi,Sợ hãi
khả_năng truyền_đạt còn hạn_chế .,Buồn bã
kinh hoàng,Sợ hãi
"thầy hơi khó trong vấn_đề hỏi bài , hay nói vui ( hoặc chửi ) học_sinh ngu colonsad .",Tức giận
em bị đè nặng bởi áp lực điểm số và kỳ vọng từ gia đình .,Sợ hãi
"lúc sinh ra rồi , con gái không nói , là con trai thì ổng sẽ phải ước mình chưa đẻ ra nó , có thêm đứa tranh vợ với mình mà 😂😂",Trung lập
hàng nông sản việt nam là thứ bị cạnh tranh và phá hoại nhìu nhất 😣,Buồn bã
chỉ_dẫn làm bài chưa hiệu_quả cho sinh_viên .,Tức giận
"đúng giờ , nhiệt_tình , quan_tâm đến học_sinh .",Vui vẻ
"nhiệt_tình , giảng_dạy hiệu_quả .",Vui vẻ
giảm nội_dung chương_trình lại cho phù_hợp hơn .,Trung lập
thầy dạy rất vui và rất nhiệt_tình .,Vui vẻ
thầy đẹp_trai colonlove .,Vui vẻ
cô giảng chậm và rất tận_tình với sinh_viên .,Vui vẻ
không quan_tâm đến sinh_viên .,Tức giận
"thầy dạy nhiệt_tình, bài giảng hay, dễ gần!",Vui vẻ
"thầy dạy hài_hước , tận_tâm trước các vấn_đề về học_tập cũng như việc_làm của sinh_viên .",Vui vẻ
per huhu nhất là mấy bài không cho chất thử á :(,Buồn bã
cô phát_âm chưa chuẩn .,Buồn bã
"cách thầy dạy rất hiệu_quả , dễ hiểu .",Vui vẻ
có ai như tao vô đọc bình luận 🤣 tao cười tao xĩu,Vui vẻ
thầy dạy tích_cực.,Vui vẻ
cô dạy rất nhiệt_tình và dễ hiểu .,Vui vẻ
"giảng_viên tạo hoạt_động cho lớp tốt , nhiệt_tình , tiết học thú_vị .",Vui vẻ
"tiết dạy thầy rất sinh_động, không_thể tin được, thật là không_thể tin nổi, quá là tuyệt_vời!",Vui vẻ
đèn hành lang trường học cứ chớp tắt mỗi khi mình đi ngang,Sợ hãi
thằng nào kiểu như này tao cho cạch mặt !!! đéo thích nữa 😂😂,Tức giận
cho nhiều bài_tập .,Trung lập
dạy hơi chán .,Buồn bã
per đau hơn chia tay người yêu nữa,Buồn bã
"lý_thuyết quá nhiều , không nhiệt_tình với sinh_viên .",Tức giận
giảng rất cận kẽ hơi chậm .,Buồn bã
cần tăng số buổi thực_hành lên vì quá ít .,Trung lập
nhiệt_tình giải_thích cho sinh_viên .,Vui vẻ
anh đánh mất thật rồi,Buồn bã
sự nhiệt_tình thầy dạy dễ hiểu vui_vẻ .,Vui vẻ
nên giúp sinh_viên tự_nhiên trong giao_tiếp .,Trung lập
giảng nhiều bài_tập .,Trung lập
bài_học rất có_ích .,Vui vẻ
"mỗi lần như thế tao chửi , mà bọn nó xem đó là trò đùa mày ạ , càng chửi càng cười",Tức giận
làm được nhiều bài_tập .,Trung lập
"nên bỏ kiểm_tra code trên giấy , thay vào đó code bằng máy_tính sẽ dễ sửa lỗi và điều_chỉnh hơn .",Trung lập
Vòng tay lạnh,Sợ hãi
thời_gian chưa đảm_bảo .,Trung lập
mỗi lần nộp bài trễ em đều rất hoảng sợ.,Sợ hãi
Con mắt thứ ba,Sợ hãi
:v cướp xong trừ khi ông bơi sông . chứ đi đường :)))) với cái bộ dạng đó . ai trả thấy :))),Tức giận
đm thực tế như này còn hay . tiếc là đéo ở gần mình =)),Buồn bã
nhưng một_số phần trong môn_học em thấy thiếu thực_tế ạ.,Trung lập
nghe bạn nói đề khó làm em hoang_mang cả tuần .,Sợ hãi
âm thanh gõ liên tục vang lên từ sàn nhà mỗi khi tôi ngồi học một mình,Sợ hãi
sợ hãi đột ngột,Sợ hãi
thầy nên giảnh nhiều hơn và bài_tập ít lại nhưng chất_lượng hơn .,Trung lập
chưa có điểm thi giữa kỳ .,Trung lập
"giống giải_tích 1 , không biết được mục_tiêu đạt được môn_học .",Trung lập
học nhiều buổi thực_hành hơn .,Trung lập
"cô dạy nhiệt_tình , trả_lời đầy_đủ các câu hỏi .",Vui vẻ
"nhiệt_tình , dễ_thương .",Vui vẻ
con quan rồi lại thành quan . chỉ dân mãi là kẻ bần hàn,Trung lập
"giảng_viên truyền_đạt tốt , dễ hiểu .",Vui vẻ
"dạy dễ hiểu , sâu_rộng .",Vui vẻ
"cuối kỳ 100 % là bài_tập , mà cơ_bản thì mình không thấy thầy đứng lên trong lúc dạy lần nào , chỉ ngồi yên đó đọc slide thôi , slide tiếng anh , chỗ dịch tiếng việt , chỗ thì không dịch , cũng khó học , nên chỉ lên mạng học thôi .",Tức giận
